,Unnamed: 0,Unnamed: 0.1,jurisdiction_type,da_number,district,project_name,longitude,latitude,date_issued_or_denied,rha_determination,cwa_determination,rha1,rha2,cwa1,cwa2,cwa3,cwa4,cwa5,cwa6,cwa7,cwa8,cwa9,potential_wetland,index,Index,mukey,hydclprs,aws025wta,drclassdcd,nhd_vars_wb,nhd_vars_fl,wb_comids,wb_ftype,wb_gnis_count,wb_area,fl_comids,fl_ftype,fl_gnis_count,fl_length,fl_comid_list,fl_areasqkm,fl_totdasqkm,fl_flow_type
510,510,510,RAPANOS,LRC-2016-00622,Chicago,APG Holdings LLC - JD,-88.03503000000002,41.98117,10/05/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,511,511,183453.0,6.0,2.57,Moderately well drained,"([], '', 0, 0, 0)","([14786765], 'StreamRiver+', 0, nan, 2.301)",,,0,0.0,14786765,StreamRiver+,0,2.301,[14786765],3.7638,14.4648,1
511,511,511,RAPANOS,LRC-2016-00633,Chicago,Mark McGruder - JD ,-88.12106999999996,41.9742,10/05/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,512,512,183375.0,4.0,4.66,Moderately well drained,"([14786389, 14786383], 'LakePond+LakePond+', 0, 0.163, nan)","([14786763], 'StreamRiver+', 0, nan, 4.068)",14786389 14786383,LakePond+LakePond+,0,0.163,14786763,StreamRiver+,0,4.068,[14786763],12.9483,26.6778,1
512,512,512,RAPANOS,LRC-2016-00634,Chicago,Metropolitan Water Reclamation District of Greater Chicago - JD Riverdale,-87.64568,41.6462,12/12/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,513,513,1425161.0,0.0,0.0,,"([13463483, 13463491, 13463481], 'LakePond+LakePond+LakePond+', 0, 0.047, nan)","([13463755, 13463911], 'StreamRiver+StreamRiver+', 2, nan, 9.314)",13463483 13463491 13463481,LakePond+LakePond+LakePond+,0,0.047,13463755 13463911,StreamRiver+StreamRiver+,2,9.314,"[13463755, 13463911]",40.8249,1313.4825,2
513,513,513,RAPANOS,LRC-2016-00635,Chicago,"JD 20 acres next to VonToble, US Hwy 20 Michigan City, LaPorte Co.",-86.89071,41.67904,09/19/2016,0,1,0,0,0,0,0,0,1,0,0,0,0,0,514,514,272705.0,0.0,0.0,,"([], '', 0, 0, 0)","([3396898], 'StreamRiver+', 0, nan, 2.103)",,,0,0.0,3396898,StreamRiver+,0,2.103,[3396898],1.7766,1.7766,1
514,514,514,RAPANOS,LRC-2016-00639,Chicago,"JD 5780 Franklin Street Michigan City, LaPorte Co, IN",-86.89146,41.66891,10/11/2016,0,1,0,0,0,0,0,0,0,0,1,0,0,0,515,515,272647.0,4.0,5.12,Somewhat poorly drained,"([], '', 0, 0, 0)","([3396908, 3396898, 3396904], 'StreamRiver+StreamRiver+StreamRiver+', 0, nan, 5.296)",,,0,0.0,3396908 3396898 3396904,StreamRiver+StreamRiver+StreamRiver+,0,5.296,"[3396908, 3396898, 3396904]",4.7295,8.6715,3
515,515,515,RAPANOS,LRC-2016-00656,Chicago,Sandra Bennecke - JD,-88.05524,41.77102,10/05/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,1,516,516,183456.0,30.0,4.85,Moderately well drained,"([], '', 0, 0, 0)","([14786957], 'StreamRiver+', 1, nan, 6.365)",,,0,0.0,14786957,StreamRiver+,1,6.365,[14786957],16.8615,16.8615,1
516,516,516,RAPANOS,LRC-2016-00657,Chicago,Wyndemere Property - JD,-88.14055,41.8639,10/05/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,517,517,183428.0,6.0,4.49,Moderately well drained,"([], '', 0, 0, 0)","([14786859], 'StreamRiver+', 0, nan, 6.509)",,,0,0.0,14786859,StreamRiver+,0,6.509,[14786859],9.5868,23.4432,1
517,517,517,RAPANOS,LRC-2016-00659,Chicago,Joliet Regional Gateway Project I-55 & I-80,-88.1865,41.5071,10/11/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,0,518,518,210878.0,0.0,5.13,Somewhat excessively drained,"([], '', 0, 0, 0)","([14787925, 14787325, 14787291, 14787293], 'StreamRiver+StreamRiver+StreamRiver+StreamRiver+', 3, nan, 8.413)",,,0,0.0,14787925 14787325 14787291 14787293,StreamRiver+StreamRiver+StreamRiver+StreamRiver+,3,8.413,"[14787925, 14787325, 14787291, 14787293]",12.9078,99.5706,4
518,518,518,RAPANOS,LRC-2016-00660,Chicago,"JD City of Portage Development Commission Hwy 12 and Stage Coach Rd, Porter, IN",-87.18729,41.60973,09/19/2016,1,1,0,1,0,0,1,0,0,0,0,0,0,0,519,519,160634.0,100.0,10.0,Very poorly drained,"([], '', 0, 0, 0)","([3398172, 3398496, 3398168, 3398192], 'StreamRiver+ArtificialPath+StreamRiver+StreamRiver+', 4, nan, 6.661999999999999)",,,0,0.0,3398172 3398496 3398168 3398192,StreamRiver+ArtificialPath+StreamRiver+StreamRiver+,4,6.661999999999999,"[3398172, 3398496, 3398168, 3398192]",12.3966,2570.8797,4
519,519,519,RAPANOS,LRC-2016-00661,Chicago,Canal Shores Golf Course - JD,-87.68675,42.06318,10/18/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,520,520,2518143.0,2.0,3.83,Well drained,"([904140248], 'LakePond+', 1, 57516.647, nan)","([12170795, 13463105], 'Coastline+CanalDitch+', 1, nan, 11.859)",904140248,LakePond+,1,57516.647,12170795 13463105,Coastline+CanalDitch+,1,11.859,"[12170795, 13463105]",44.7795,-9955.4157,2
520,520,520,RAPANOS,LRC-2016-00665,Chicago,Crete Road Phase 1,-87.60214999999998,41.4523,12/13/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,1,521,521,617606.0,0.0,5.47,Somewhat poorly drained,"([13464111], 'LakePond+', 1, 0.071, nan)","([13464201, 13464205, 13464207, 13464283, 13464213], 'StreamRiver+StreamRiver+StreamRiver+ArtificialPath+StreamRiver+', 4, nan, 9.437)",13464111,LakePond+,1,0.071,13464201 13464205 13464207 13464283 13464213,StreamRiver+StreamRiver+StreamRiver+ArtificialPath+StreamRiver+,4,9.437,"[13464201, 13464205, 13464207, 13464283, 13464213]",18.4068,170.3376,5
521,521,521,RAPANOS,LRC-2016-00670,Chicago,Indiana Harbor Belt Railroad at Thorton Road,-87.66312000000002,41.6398,10/31/2016,1,1,0,1,0,1,0,0,0,0,0,0,0,1,522,522,2518146.0,0.0,3.3,,"([], '', 0, 0, 0)","([13463755, 13463785, 13463911], 'StreamRiver+StreamRiver+StreamRiver+', 3, nan, 20.18)",,,0,0.0,13463755 13463785 13463911,StreamRiver+StreamRiver+StreamRiver+,3,20.18,"[13463755, 13463785, 13463911]",68.3433,1364.6043,3
522,522,522,RAPANOS,LRC-2016-00694,Chicago,Conway Park at Lake Forest Owners Association - Forest View Ponds,-87.896,42.246,10/11/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,523,523,777745.0,0.0,0.0,,"([13462903, 13462899], 'LakePond+LakePond+', 1, 0.076, nan)","([13463073, 13463071], 'StreamRiver+StreamRiver+', 0, nan, 1.2449999999999999)",13462903 13462899,LakePond+LakePond+,1,0.076,13463073 13463071,StreamRiver+StreamRiver+,0,1.2449999999999999,"[13463073, 13463071]",,,1
523,523,523,RAPANOS,LRC-2016-00697,Chicago,Schaumburg Community Consolidated District - Thacker Street JD,-88.05629,42.03532,10/31/2016,0,1,0,0,0,0,0,0,0,0,1,0,0,0,524,524,2108769.0,6.0,4.49,Moderately well drained,"([14785131, 14785133, 14785125], 'LakePond+LakePond+LakePond+', 0, 0.031, nan)","([14785319, 14785315, 14785317, 14785313], 'StreamRiver+StreamRiver+StreamRiver+StreamRiver+', 0, nan, 10.459999999999999)",14785131 14785133 14785125,LakePond+LakePond+LakePond+,0,0.031,14785319 14785315 14785317 14785313,StreamRiver+StreamRiver+StreamRiver+StreamRiver+,0,10.459999999999999,"[14785319, 14785315, 14785317, 14785313]",18.8118,22.1103,4
524,524,524,RAPANOS,LRC-2016-00713,Chicago,JD Love's Travel Stops,-88.51389,42.14806,11/03/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,1,525,525,198836.0,4.0,5.19,Well drained,"([], '', 0, 0, 0)","([19286197, 19286239], 'StreamRiver+StreamRiver+', 0, nan, 10.786000000000001)",,,0,0.0,19286197 19286239,StreamRiver+StreamRiver+,0,10.786000000000001,"[19286197, 19286239]",24.066,30.3786,2
525,525,525,RAPANOS,LRC-2016-00719,Chicago,DuPage County DOT - JD,-87.99164,41.75207,10/13/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,526,526,183428.0,6.0,4.49,Moderately well drained,"([14785591], 'LakePond+', 0, 0.013, nan)","([], '', 0, 0, 0)",14785591,LakePond+,0,0.013,,,0,0.0,[],0.0,0.0,0.0
526,526,526,RAPANOS,LRC-2016-00720,Chicago,Centerpoint Properties - JD,-87.89569,41.94921,09/30/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,527,527,2518146.0,0.0,3.3,,"([], '', 0, 0, 0)","([14785843], 'StreamRiver+', 0, nan, 3.274)",,,0,0.0,14785843,StreamRiver+,0,3.274,[14785843],,,0
527,527,527,RAPANOS,LRC-2016-00732,Chicago,"Abate, Selbka - JD",-88.02086,41.66538,11/29/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,1,528,528,2108719.0,0.0,5.16,Moderately well drained,"([14786645, 14786643, 14786647], 'LakePond+LakePond+LakePond+', 0, 0.118, nan)","([14787057, 14787055, 14787051, 14787047, 14787665, 14787663, 14787661, 14787477, 14787485, 14787065, 14787063], 'CanalDitch+CanalDitch+CanalDitch+CanalDitch+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+StreamRiver+StreamRiver+', 9, nan, 20.049)",14786645 14786643 14786647,LakePond+LakePond+LakePond+,0,0.118,14787057 14787055 14787051 14787047 14787665 14787663 14787661 14787477 14787485 14787065 14787063,CanalDitch+CanalDitch+CanalDitch+CanalDitch+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+StreamRiver+StreamRiver+,9,20.049,"[14787057, 14787055, 14787051, 14787047, 14787665, 14787663, 14787661, 14787477, 14787485, 14787065, 14787063]",26.814600000000002,16916.4738,11
528,528,528,RAPANOS,LRC-2016-00734,Chicago,K-Five Construction - Development,-87.95354,41.68698,10/27/2016,0,1,0,0,0,1,0,0,0,0,0,0,0,1,529,529,2108723.0,0.0,5.23,Moderately well drained,"([14785655], 'LakePond+', 0, 0.013, nan)","([14786195, 14789987, 14786281, 14786263, 14786333, 14786017, 14786345, 14786021, 14786193], 'CanalDitch+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+StreamRiver+CanalDitch+StreamRiver+StreamRiver+', 6, nan, 17.802)",14785655,LakePond+,0,0.013,14786195 14789987 14786281 14786263 14786333 14786017 14786345 14786021 14786193,CanalDitch+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+StreamRiver+CanalDitch+StreamRiver+StreamRiver+,6,17.802,"[14786195, 14789987, 14786281, 14786263, 14786333, 14786017, 14786345, 14786021, 14786193]",,,8
529,529,529,RAPANOS,LRC-2016-00749,Chicago,76 Acre Crest Hill Property,-88.12470999999998,41.58413,11/29/2016,0,1,0,0,0,0,0,0,1,0,0,0,0,1,530,530,262328.0,97.0,4.22,Poorly drained,"([], '', 0, 0, 0)","([14787167, 14787203], 'StreamRiver+StreamRiver+', 0, nan, 6.4670000000000005)",,,0,0.0,14787167 14787203,StreamRiver+StreamRiver+,0,6.4670000000000005,"[14787167, 14787203]",9.6651,9.6651,2
530,530,530,RAPANOS,LRC-2016-00754,Chicago,"Coltman Lindenhurst, LLC - JD",-88.05168,42.41697,11/28/2016,0,1,0,0,0,0,0,0,1,0,0,0,0,1,531,531,777305.0,100.0,4.43,Very poorly drained,"([14784811, 14784815, 14784835, 14769774, 14784837, 14784839], 'LakePond+LakePond+LakePond+LakePond+LakePond+LakePond+', 4, 2.153, nan)","([14785189, 14785191, 14785415, 14785417], 'StreamRiver+StreamRiver+ArtificialPath+ArtificialPath+', 0, nan, 2.6969999999999996)",14784811 14784815 14784835 14769774 14784837 14784839,LakePond+LakePond+LakePond+LakePond+LakePond+LakePond+,4,2.153,14785189 14785191 14785415 14785417,StreamRiver+StreamRiver+ArtificialPath+ArtificialPath+,0,2.6969999999999996,"[14785189, 14785191, 14785415, 14785417]",2.5119000000000002,12.4344,4
531,531,531,RAPANOS,LRC-2016-00762,Chicago,Ridgefield Homeowners Association - North Stormwater Detention Basin,-87.92916,42.12351,10/24/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,532,532,1425161.0,0.0,0.0,,"([14784355], 'LakePond+', 0, 0.02, nan)","([], '', 0, 0, 0)",14784355,LakePond+,0,0.02,,,0,0.0,[],0.0,0.0,0.0
532,532,532,RAPANOS,LRC-2016-00774,Chicago,Village of Oak Lawn - JD,-87.79994000000002,41.63343,01/20/2017,0,1,0,0,0,0,1,1,1,0,1,0,0,1,533,533,2108719.0,0.0,5.16,Moderately well drained,"([13463499, 13463503], 'LakePond+LakePond+', 1, 0.076, nan)","([13463767, 13463999, 13463759, 13463765, 13463771], 'StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+', 2, nan, 13.177)",13463499 13463503,LakePond+LakePond+,1,0.076,13463767 13463999 13463759 13463765 13463771,StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+,2,13.177,"[13463767, 13463999, 13463759, 13463765, 13463771]",13.1499,46.2915,5
533,533,533,RAPANOS,LRC-2016-00775,Chicago,ComEd Sugar Grove Training Facility,-88.42238999999998,41.80483,11/07/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,534,534,198807.0,0.0,5.5,Moderately well drained,"([], '', 0, 0, 0)","([], '', 0, 0, 0)",,,0,0.0,,,0,0.0,[],0.0,0.0,0.0
534,534,534,RAPANOS,LRC-2016-00781,Chicago,Randall Road and McKee Street Site,-88.33786000000002,41.85307,12/07/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,535,535,198786.0,98.0,4.22,Poorly drained,"([], '', 0, 0, 0)","([14762111, 14762095], 'StreamRiver+StreamRiver+', 1, nan, 6.042)",,,0,0.0,14762111 14762095,StreamRiver+StreamRiver+,1,6.042,"[14762111, 14762095]",10.1502,91.24559999999998,2
535,535,535,RAPANOS,LRC-2016-00782,Chicago,Will County Sheriff Facility / Animal Control Facility,-88.02385,41.47898,12/12/2016,0,1,0,0,0,0,0,0,1,0,0,0,0,0,536,536,262291.0,4.0,4.91,Somewhat poorly drained,"([], '', 0, 0, 0)","([14787973, 14787917, 14787927, 14787921], 'StreamRiver+StreamRiver+StreamRiver+StreamRiver+', 2, nan, 12.772)",,,0,0.0,14787973 14787917 14787927 14787921,StreamRiver+StreamRiver+StreamRiver+StreamRiver+,2,12.772,"[14787973, 14787917, 14787927, 14787921]",19.2879,50.1228,4
536,536,536,RAPANOS,LRC-2016-00788,Chicago,"JD Request Butterfield East, Unit 6",-88.208,41.81501,12/01/2016,0,1,0,0,0,0,0,0,1,0,0,0,0,1,537,537,183358.0,100.0,4.51,Poorly drained,"([14786569], 'LakePond+', 0, 0.014, nan)","([], '', 0, 0, 0)",14786569,LakePond+,0,0.014,,,0,0.0,[],0.0,0.0,0.0
537,537,537,RAPANOS,LRC-2016-00791,Chicago,K-Mine Park,-88.24221,41.23276,11/21/2016,0,1,0,0,0,0,0,0,1,0,0,0,0,1,538,538,215037.0,100.0,2.98,Poorly drained,"([], '', 0, 0, 0)","([14779614], 'StreamRiver+', 0, nan, 1.907)",,,0,0.0,14779614,StreamRiver+,0,1.907,[14779614],2.0412,2.0412,1
538,538,538,RAPANOS,LRC-2016-00794,Chicago,"JD 153 W. 375 N Valparaiso, IN David Kohler",-87.09692,41.49021,11/22/2016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,539,539,160673.0,100.0,5.0,Very poorly drained,"([3399178], 'LakePond+', 0, 0.017, nan)","([3399706, 3399686, 3399692], 'StreamRiver+StreamRiver+StreamRiver+', 1, nan, 6.323)",3399178,LakePond+,0,0.017,3399706 3399686 3399692,StreamRiver+StreamRiver+StreamRiver+,1,6.323,"[3399706, 3399686, 3399692]",,,1
539,539,539,RAPANOS,LRC-2016-00795,Chicago,Vision Court,-88.38799,41.80124,12/07/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,540,540,198790.0,100.0,9.98,Very poorly drained,"([], '', 0, 0, 0)","([14762845], 'StreamRiver+', 1, nan, 7.494)",,,0,0.0,14762845,StreamRiver+,1,7.494,[14762845],18.9549,37.4517,1
540,540,540,RAPANOS,LRC-2016-00809,Chicago,Proposed DesPlaines River Bridge at Mile 282,-88.15452999999998,41.47226,03/28/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,541,541,618754.0,0.0,0.0,,"([14787833], 'LakePond+', 0, 0.312, nan)","([14788089, 14788095, 14788091, 14788097, 14788093, 14787929], 'ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+StreamRiver+', 3, nan, 7.905000000000001)",14787833,LakePond+,0,0.312,14788089 14788095 14788091 14788097 14788093 14787929,ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+ArtificialPath+StreamRiver+,3,7.905000000000001,"[14788089, 14788095, 14788091, 14788097, 14788093, 14787929]",15.130799999999999,16942.8789,6
541,541,541,RAPANOS,LRC-2016-00810,Chicago,Downers Grove School District 99 - JD,-88.01613,41.8145,11/17/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,542,542,183428.0,6.0,4.49,Moderately well drained,"([], '', 0, 0, 0)","([14786909], 'StreamRiver+', 1, nan, 5.091)",,,0,0.0,14786909,StreamRiver+,1,5.091,[14786909],10.610999999999999,11.4039,1
542,542,542,RAPANOS,LRC-2016-00816,Chicago,Holladay Properties - JD,-88.11985,41.93601,11/23/2016,0,1,0,0,0,0,0,0,0,1,1,0,0,0,543,543,183375.0,4.0,4.66,Moderately well drained,"([], '', 0, 0, 0)","([14786801, 14786797, 14786795, 14786785, 14786799], 'StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+', 0, nan, 8.081)",,,0,0.0,14786801 14786797 14786795 14786785 14786799,StreamRiver+StreamRiver+StreamRiver+StreamRiver+StreamRiver+,0,8.081,"[14786801, 14786797, 14786795, 14786785, 14786799]",12.125700000000002,32.1678,5
543,543,543,RAPANOS,LRC-2016-00823,Chicago,"22W020 Army Trail Road (north side of Army Trail Road, east of Walter Road",-88.05247,41.93557,11/08/2016,0,1,0,0,0,0,0,0,1,0,0,0,0,0,544,544,183380.0,97.0,4.22,Poorly drained,"([14786429, 14786427], 'LakePond+LakePond+', 0, 0.032, nan)","([14786791, 14786807, 14786793], 'StreamRiver+StreamRiver+StreamRiver+', 2, nan, 5.048)",14786429 14786427,LakePond+LakePond+,0,0.032,14786791 14786807 14786793,StreamRiver+StreamRiver+StreamRiver+,2,5.048,"[14786791, 14786807, 14786793]",9.749699999999999,27.0108,3
544,544,544,RAPANOS,LRC-2016-00824,Chicago,SE corner of Eola Rd and Wolf's Crossing Rd,-88.25329000000002,41.69641,03/15/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,545,545,198382.0,100.0,4.74,Poorly drained,"([], '', 0, 0, 0)","([14762333], 'StreamRiver+', 0, nan, 1.049)",,,0,0.0,14762333,StreamRiver+,0,1.049,[14762333],0.6867,2.0808,1
545,545,545,RAPANOS,LRC-2016-00826,Chicago,JD 143rd and Lemont,-87.99970999999998,41.62836,02/13/2017,0,1,0,0,0,0,0,0,0,1,0,0,0,1,546,546,215039.0,4.0,5.21,Moderately well drained,"([], '', 0, 0, 0)","([14787089, 14787081], 'StreamRiver+StreamRiver+', 0, nan, 5.208)",,,0,0.0,14787089 14787081,StreamRiver+StreamRiver+,0,5.208,"[14787089, 14787081]",4.1409,4.1409,2
546,546,546,RAPANOS,LRC-2016-00830,Chicago,"East New York Street, Farnsworth Avenue to Welsh Drive",-88.274,41.757,11/21/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,547,547,271454.0,4.0,5.21,Moderately well drained,"([14761751], 'LakePond+', 0, 0.17, nan)","([], '', 0, 0, 0)",14761751,LakePond+,0,0.17,,,0,0.0,[],0.0,0.0,0.0
547,547,547,RAPANOS,LRC-2016-00833,Chicago,Kohley Farm,-88.35702999999998,42.13852,11/17/2016,0,1,0,0,0,0,1,0,1,0,0,0,0,0,548,548,198790.0,100.0,9.98,Very poorly drained,"([], '', 0, 0, 0)","([19286269, 14771078, 19286781], 'StreamRiver+StreamRiver+StreamRiver+', 0, nan, 13.652999999999999)",,,0,0.0,19286269 14771078 19286781,StreamRiver+StreamRiver+StreamRiver+,0,13.652999999999999,"[19286269, 14771078, 19286781]",36.4797,41.3955,3
548,548,548,RAPANOS,LRC-2016-00835,Chicago,Prologis Park,-88.02085,41.61861,12/23/2016,0,1,0,0,0,0,1,0,1,1,0,0,0,1,549,549,262328.0,97.0,4.22,Poorly drained,"([], '', 0, 0, 0)","([14787111, 14787119, 14787089, 14787115], 'StreamRiver+StreamRiver+StreamRiver+StreamRiver+', 0, nan, 9.450000000000001)",,,0,0.0,14787111 14787119 14787089 14787115,StreamRiver+StreamRiver+StreamRiver+StreamRiver+,0,9.450000000000001,"[14787111, 14787119, 14787089, 14787115]",7.1918999999999995,9.440999999999999,4
549,549,549,RAPANOS,LRC-2016-00848,Chicago,Allan Pollack - JD,-87.79698,42.12679,12/21/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,550,550,2108719.0,0.0,5.16,Moderately well drained,"([13462967], 'LakePond+', 1, 1.002, nan)","([13463115, 13463095], 'StreamRiver+StreamRiver+', 1, nan, 22.585)",13462967,LakePond+,1,1.002,13463115 13463095,StreamRiver+StreamRiver+,1,22.585,"[13463115, 13463095]",26.883899999999997,65.5731,2
